"sprout_name","X","height","X.1","dist_probe","plot_number","column","accession_num","prod_value","c_date","n_date","prod_des"
"7429_19",NA,54,NA,141,7429,29,656053,0,2021-08-19,44427,"Low Productivity"
"7429_20",NA,46,NA,157,7429,29,656053,0,2021-08-19,44427,"Low Productivity"
"7427_1",NA,104,NA,152,7427,27,656076,1,2021-08-19,44427,"Medium Productivity"
"7427_2",NA,114,NA,137,7427,27,656076,1,2021-08-19,44427,"Medium Productivity"
"7427_3",NA,105,NA,120,7427,27,656076,1,2021-08-19,44427,"Medium Productivity"
"7427_4",NA,113,NA,102,7427,27,656076,1,2021-08-19,44427,"Medium Productivity"
"7427_5",NA,104,NA,87,7427,27,656076,1,2021-08-19,44427,"Medium Productivity"
"7427_6",NA,95,NA,52,7427,27,656076,1,2021-08-19,44427,"Medium Productivity"
"7427_7",NA,105,NA,30,7427,27,656076,1,2021-08-19,44427,"Medium Productivity"
"7427_8",NA,118,NA,19,7427,27,656076,1,2021-08-19,44427,"Medium Productivity"
"7424_8.5",NA,115,NA,27,7427,27,656076,1,2021-08-19,44427,"Medium Productivity"
"7427_9",NA,106,NA,2,7427,27,656076,1,2021-08-19,44427,"Medium Productivity"
"7427_10",NA,97,NA,42,7427,27,656076,1,2021-08-19,44427,"Medium Productivity"
"7427_11",NA,98,NA,57,7427,27,656076,1,2021-08-19,44427,"Medium Productivity"
"7427_12",NA,110,NA,76,7427,27,656076,1,2021-08-19,44427,"Medium Productivity"
"7427_13",NA,105,NA,92,7427,27,656076,1,2021-08-19,44427,"Medium Productivity"
"7427_14",NA,105,NA,108,7427,27,656076,1,2021-08-19,44427,"Medium Productivity"
"7427_15",NA,122,NA,126,7427,27,656076,1,2021-08-19,44427,"Medium Productivity"
"7427_16",NA,100,NA,142,7427,27,656076,1,2021-08-19,44427,"Medium Productivity"
"7427_17",NA,116,NA,181,7427,27,656041,1,2021-08-19,44427,"Medium Productivity"
"7425_1",NA,70,NA,189,7425,25,656053,0,2021-08-19,44427,"Low Productivity"
"7425_2",NA,72,NA,172,7425,25,656053,0,2021-08-19,44427,"Low Productivity"
"7425_3",NA,74,NA,152,7425,25,656053,0,2021-08-19,44427,"Low Productivity"
"7425_4",NA,75,NA,137,7425,25,656053,0,2021-08-19,44427,"Low Productivity"
"7425_5",NA,70,NA,122,7425,25,656053,0,2021-08-19,44427,"Low Productivity"
"7425_6",NA,74,NA,101,7425,25,656053,0,2021-08-19,44427,"Low Productivity"
"7425_7",NA,98,NA,86,7425,25,656053,0,2021-08-19,44427,"Low Productivity"
"7425_8",NA,80,NA,68,7425,25,656053,0,2021-08-19,44427,"Low Productivity"
"7425_9",NA,70,NA,59,7425,25,656053,0,2021-08-19,44427,"Low Productivity"
"7425_10",NA,60,NA,35,7425,25,656053,0,2021-08-19,44427,"Low Productivity"
"7425_11",NA,60,NA,18,7425,25,656053,0,2021-08-19,44427,"Low Productivity"
"7425_12",NA,62,NA,0,7425,25,656053,0,2021-08-19,44427,"Low Productivity"
"7425_13",NA,50,NA,21,7425,25,656053,0,2021-08-19,44427,"Low Productivity"
"7425_14",NA,70,NA,40,7425,25,656053,0,2021-08-19,44427,"Low Productivity"
"7425_15",NA,62,NA,55,7425,25,656053,0,2021-08-19,44427,"Low Productivity"
"7425_16",NA,61,NA,71,7425,25,656053,0,2021-08-19,44427,"Low Productivity"
"7423_1",NA,89,NA,181,7423,23,656076,1,2021-08-19,44427,"Medium Productivity"
"7423_2",NA,110,NA,168,7423,23,656076,1,2021-08-19,44427,"Medium Productivity"
"7423_3",NA,103,NA,147,7423,23,656076,1,2021-08-19,44427,"Medium Productivity"
"7423_4",NA,106,NA,132,7423,23,656076,1,2021-08-19,44427,"Medium Productivity"
"7423_5",NA,120,NA,115,7423,23,656076,1,2021-08-19,44427,"Medium Productivity"
"7423_6",NA,105,NA,97,7423,23,656076,1,2021-08-19,44427,"Medium Productivity"
"7423_7",NA,110,NA,80,7423,23,656076,1,2021-08-19,44427,"Medium Productivity"
"7423_8",NA,110,NA,62,7423,23,656076,1,2021-08-19,44427,"Medium Productivity"
"7423_9",NA,99,NA,45,7423,23,656076,1,2021-08-19,44427,"Medium Productivity"
"7423_10",NA,105,NA,28,7423,23,656076,1,2021-08-19,44427,"Medium Productivity"
"7423_11",NA,114,NA,9,7423,23,656076,1,2021-08-19,44427,"Medium Productivity"
"7423_12",NA,106,NA,0,7423,23,656076,1,2021-08-19,44427,"Medium Productivity"
"7423_13",NA,104,NA,12,7423,23,656076,1,2021-08-19,44427,"Medium Productivity"
"7423_14",NA,104,NA,30,7423,23,656076,1,2021-08-19,44427,"Medium Productivity"
"7423_15",NA,117,NA,49,7423,23,656076,1,2021-08-19,44427,"Medium Productivity"
"7423_16",NA,123,NA,67,7423,23,656076,1,2021-08-19,44427,"Medium Productivity"
"7423_17",NA,97,NA,82,7423,23,656076,1,2021-08-19,44427,"Medium Productivity"
"7422_1",NA,72,NA,185,7422,22,656053,0,2021-08-19,44427,"Low Productivity"
"7422_2",NA,75,NA,167,7422,22,656053,0,2021-08-19,44427,"Low Productivity"
"7422_3",NA,65,NA,152,7422,22,656053,0,2021-08-19,44427,"Low Productivity"
"7422_4",NA,71,NA,137,7422,22,656053,0,2021-08-19,44427,"Low Productivity"
"7422_5",NA,68,NA,115,7422,22,656053,0,2021-08-19,44427,"Low Productivity"
"7422_6",NA,71,NA,101,7422,22,656053,0,2021-08-19,44427,"Low Productivity"
"7422_7",NA,70,NA,83,7422,22,656053,0,2021-08-19,44427,"Low Productivity"
"7422_8",NA,85,NA,67,7422,22,656053,0,2021-08-19,44427,"Low Productivity"
"7422_9",NA,50,NA,47,7422,22,656053,0,2021-08-19,44427,"Low Productivity"
"7422_10",NA,54,NA,32,7422,22,656053,0,2021-08-19,44427,"Low Productivity"
"7422_11",NA,80,NA,5,7422,22,656053,0,2021-08-19,44427,"Low Productivity"
"7422_12",NA,66,NA,11,7422,22,656053,0,2021-08-19,44427,"Low Productivity"
"7422_13",NA,71,NA,27,7422,22,656053,0,2021-08-19,44427,"Low Productivity"
"7422_14",NA,64,NA,42,7422,22,656053,0,2021-08-19,44427,"Low Productivity"
"7422_15",NA,70,NA,56,7422,22,656053,0,2021-08-19,44427,"Low Productivity"
"7422_16",NA,120,NA,72,7422,22,656053,0,2021-08-19,44427,"Low Productivity"
"7422_17",NA,121,NA,92,7422,22,656053,0,2021-08-19,44427,"Low Productivity"
"7422_18",NA,123,NA,111,7422,22,656053,0,2021-08-19,44427,"Low Productivity"
"7422_19",NA,117,NA,126,7422,22,656053,0,2021-08-19,44427,"Low Productivity"
"7422_20",NA,64,NA,142,7422,22,656053,0,2021-08-19,44427,"Low Productivity"
"7430_1",NA,101.6,NA,162,7430,30,656076,1,2021-08-31,44439,"Medium Productivity"
"7430_2",NA,88.9,NA,130,7430,30,656076,1,2021-08-31,NA,"Medium Productivity"
"7430_3",NA,118.11,NA,112,7430,30,656076,1,2021-08-31,NA,"Medium Productivity"
"7430_4",NA,111.76,NA,92,7430,30,656076,1,2021-08-31,NA,"Medium Productivity"
"7430_5",NA,116.84,NA,75,7430,30,656076,1,2021-08-31,NA,"Medium Productivity"
"7430_6",NA,139.7,NA,57,7430,30,656076,1,2021-08-31,NA,"Medium Productivity"
"7430_7",NA,121.92,NA,37,7430,30,656076,1,2021-08-31,NA,"Medium Productivity"
"7430_8",NA,121.92,NA,24,7430,30,656076,1,2021-08-31,NA,"Medium Productivity"
"7430_9",NA,114.3,NA,11,7430,30,656076,1,2021-08-31,NA,"Medium Productivity"
"7430_10",NA,106.68,NA,4,7430,30,656076,1,2021-08-31,NA,"Medium Productivity"
"7430_11",NA,99.06,NA,19,7430,30,656076,1,2021-08-31,NA,"Medium Productivity"
"7430_12",NA,124.46,NA,36,7430,30,656076,1,2021-08-31,NA,"Medium Productivity"
"7430_13",NA,129.54,NA,54,7430,30,656076,1,2021-08-31,NA,"Medium Productivity"
"7430_14",NA,114.3,NA,73,7430,30,656076,1,2021-08-31,NA,"Medium Productivity"
"7430_15",NA,104.14,NA,89,7430,30,656076,1,2021-08-31,NA,"Medium Productivity"
"7430_16",NA,109.22,NA,106,7430,30,656076,1,2021-08-31,NA,"Medium Productivity"
"7430_17",NA,116.84,NA,123,7430,30,656076,1,2021-08-31,NA,"Medium Productivity"
"7430_18",NA,111.76,NA,157,7430,30,656076,1,2021-08-31,NA,"Medium Productivity"
"7429_1",NA,63.5,NA,167,7429,29,656053,0,2021-08-31,NA,"Low Productivity"
"7429_2",NA,60.96,NA,149,7429,29,656053,0,2021-08-31,NA,"Low Productivity"
"7429_3",NA,60.96,NA,133,7429,29,656053,0,2021-08-31,NA,"Low Productivity"
"7429_4",NA,38.1,NA,117,7429,29,656053,0,2021-08-31,NA,"Low Productivity"
"7429_5",NA,71.12,NA,97,7429,29,656053,0,2021-08-31,NA,"Low Productivity"
"7429_6",NA,38.1,NA,78,7429,29,656053,0,2021-08-31,NA,"Low Productivity"
"7429_7",NA,81.28,NA,57,7429,29,656053,0,2021-08-31,NA,"Low Productivity"
"7429_8",NA,58.42,NA,37,7429,29,656053,0,2021-08-31,NA,"Low Productivity"
"7429_9",NA,60.96,NA,24,7429,29,656053,0,2021-08-31,NA,"Low Productivity"
"7429_10",NA,68.58,NA,11,7429,29,656053,0,2021-08-31,NA,"Low Productivity"
"7429_11",NA,76.2,NA,7,7429,29,656053,0,2021-08-31,NA,"Low Productivity"
"7429_12",NA,40.64,NA,21,7429,29,656053,0,2021-08-31,NA,"Low Productivity"
"7429_13",NA,55.88,NA,37,7429,29,656053,0,2021-08-31,NA,"Low Productivity"
"7429_14",NA,43.18,NA,58,7429,29,656053,0,2021-08-31,NA,"Low Productivity"
"7429_15",NA,53.34,NA,75,7429,29,656053,0,2021-08-31,NA,"Low Productivity"
"7429_16",NA,66.04,NA,88,7429,29,656053,0,2021-08-31,NA,"Low Productivity"
"7429_17",NA,58.42,NA,107,7429,29,656053,0,2021-08-31,NA,"Low Productivity"
"7429_18",NA,55.88,NA,125,7429,29,656053,0,2021-08-31,NA,"Low Productivity"
"7429_19",NA,60.96,NA,141,7429,29,656053,0,2021-08-31,NA,"Low Productivity"
"7429_20",NA,45.72,NA,157,7429,29,656053,0,2021-08-31,NA,"Low Productivity"
"7427_1",NA,93.98,NA,152,7427,27,656076,1,2021-08-31,NA,"Medium Productivity"
"7427_2",NA,111.76,NA,137,7427,27,656076,1,2021-08-31,NA,"Medium Productivity"
"7427_3",NA,101.6,NA,120,7427,27,656076,1,2021-08-31,NA,"Medium Productivity"
"7427_4",NA,91.44,NA,102,7427,27,656076,1,2021-08-31,NA,"Medium Productivity"
"7427_5",NA,106.68,NA,87,7427,27,656076,1,2021-08-31,NA,"Medium Productivity"
"7427_6",NA,101.6,NA,52,7427,27,656076,1,2021-08-31,NA,"Medium Productivity"
"7427_7",NA,99.06,NA,30,7427,27,656076,1,2021-08-31,NA,"Medium Productivity"
"7427_8",NA,96.52,NA,19,7427,27,656076,1,2021-08-31,NA,"Medium Productivity"
"7424_8.5",NA,99.06,NA,27,7427,27,656076,1,2021-08-31,NA,"Medium Productivity"
"7427_9",NA,93.98,NA,2,7427,27,656076,1,2021-08-31,NA,"Medium Productivity"
"7427_10",NA,109.22,NA,42,7427,27,656076,1,2021-08-31,NA,"Medium Productivity"
"7427_11",NA,121.92,NA,57,7427,27,656076,1,2021-08-31,NA,"Medium Productivity"
"7427_12",NA,99.06,NA,76,7427,27,656076,1,2021-08-31,NA,"Medium Productivity"
"7427_13",NA,91.44,NA,92,7427,27,656076,1,2021-08-31,NA,"Medium Productivity"
"7427_14",NA,101.6,NA,108,7427,27,656076,1,2021-08-31,NA,"Medium Productivity"
"7427_15",NA,99.06,NA,126,7427,27,656076,1,2021-08-31,NA,"Medium Productivity"
"7427_16",NA,96.52,NA,142,7427,27,656076,1,2021-08-31,NA,"Medium Productivity"
"7427_17",NA,99.06,NA,181,7427,27,656041,1,2021-08-31,NA,"Medium Productivity"
"7425_1",NA,68.58,NA,189,7425,25,656053,0,2021-08-31,NA,"Low Productivity"
"7425_2",NA,71.12,NA,172,7425,25,656053,0,2021-08-31,NA,"Low Productivity"
"7425_3",NA,73.66,NA,152,7425,25,656053,0,2021-08-31,NA,"Low Productivity"
"7425_4",NA,81.28,NA,137,7425,25,656053,0,2021-08-31,NA,"Low Productivity"
"7425_5",NA,93.98,NA,122,7425,25,656053,0,2021-08-31,NA,"Low Productivity"
"7425_6",NA,96.52,NA,101,7425,25,656053,0,2021-08-31,NA,"Low Productivity"
"7425_7",NA,71.12,NA,86,7425,25,656053,0,2021-08-31,NA,"Low Productivity"
"7425_8",NA,86.36,NA,68,7425,25,656053,0,2021-08-31,NA,"Low Productivity"
"7425_9",NA,58.42,NA,59,7425,25,656053,0,2021-08-31,NA,"Low Productivity"
"7425_10",NA,53.34,NA,35,7425,25,656053,0,2021-08-31,NA,"Low Productivity"
"7425_11",NA,63.5,NA,18,7425,25,656053,0,2021-08-31,NA,"Low Productivity"
"7425_12",NA,43.18,NA,0,7425,25,656053,0,2021-08-31,NA,"Low Productivity"
"7425_13",NA,68.58,NA,21,7425,25,656053,0,2021-08-31,NA,"Low Productivity"
"7425_14",NA,73.66,NA,40,7425,25,656053,0,2021-08-31,NA,"Low Productivity"
"7425_15",NA,50.8,NA,55,7425,25,656053,0,2021-08-31,NA,"Low Productivity"
"7425_16",NA,53.34,NA,71,7425,25,656053,0,2021-08-31,NA,"Low Productivity"
"7423_1",NA,104.14,NA,181,7423,23,656076,1,2021-08-31,NA,"Medium Productivity"
"7423_2",NA,101.6,NA,168,7423,23,656076,1,2021-08-31,NA,"Medium Productivity"
"7423_3",NA,106.68,NA,147,7423,23,656076,1,2021-08-31,NA,"Medium Productivity"
"7423_4",NA,106.68,NA,132,7423,23,656076,1,2021-08-31,NA,"Medium Productivity"
"7423_5",NA,88.9,NA,115,7423,23,656076,1,2021-08-31,NA,"Medium Productivity"
"7423_6",NA,119.38,NA,97,7423,23,656076,1,2021-08-31,NA,"Medium Productivity"
"7423_7",NA,104.14,NA,80,7423,23,656076,1,2021-08-31,NA,"Medium Productivity"
"7423_8",NA,109.22,NA,62,7423,23,656076,1,2021-08-31,NA,"Medium Productivity"
"7423_9",NA,104.14,NA,45,7423,23,656076,1,2021-08-31,NA,"Medium Productivity"
"7423_10",NA,111.76,NA,28,7423,23,656076,1,2021-08-31,NA,"Medium Productivity"
"7423_11",NA,104.14,NA,9,7423,23,656076,1,2021-08-31,NA,"Medium Productivity"
"7423_12",NA,127,NA,0,7423,23,656076,1,2021-08-31,NA,"Medium Productivity"
"7423_13",NA,109.22,NA,12,7423,23,656076,1,2021-08-31,NA,"Medium Productivity"
"7423_14",NA,109.22,NA,30,7423,23,656076,1,2021-08-31,NA,"Medium Productivity"
"7423_15",NA,116.84,NA,49,7423,23,656076,1,2021-08-31,NA,"Medium Productivity"
"7423_16",NA,106.68,NA,67,7423,23,656076,1,2021-08-31,NA,"Medium Productivity"
"7423_17",NA,101.6,NA,82,7423,23,656076,1,2021-08-31,NA,"Medium Productivity"
"7422_1",NA,58.42,NA,185,7422,22,656053,0,2021-08-31,NA,"Low Productivity"
"7422_2",NA,63.5,NA,167,7422,22,656053,0,2021-08-31,NA,"Low Productivity"
"7422_3",NA,68.58,NA,152,7422,22,656053,0,2021-08-31,NA,"Low Productivity"
"7422_4",NA,71.12,NA,137,7422,22,656053,0,2021-08-31,NA,"Low Productivity"
"7422_5",NA,66.04,NA,115,7422,22,656053,0,2021-08-31,NA,"Low Productivity"
"7422_6",NA,71.12,NA,101,7422,22,656053,0,2021-08-31,NA,"Low Productivity"
"7422_7",NA,76.2,NA,83,7422,22,656053,0,2021-08-31,NA,"Low Productivity"
"7422_8",NA,63.5,NA,67,7422,22,656053,0,2021-08-31,NA,"Low Productivity"
"7422_9",NA,73.66,NA,47,7422,22,656053,0,2021-08-31,NA,"Low Productivity"
"7422_10",NA,66.04,NA,32,7422,22,656053,0,2021-08-31,NA,"Low Productivity"
"7422_11",NA,71.12,NA,5,7422,22,656053,0,2021-08-31,NA,"Low Productivity"
"7422_12",NA,83.82,NA,11,7422,22,656053,0,2021-08-31,NA,"Low Productivity"
"7422_13",NA,71.12,NA,27,7422,22,656053,0,2021-08-31,NA,"Low Productivity"
"7422_14",NA,119.38,NA,42,7422,22,656053,0,2021-08-31,NA,"Low Productivity"
"7422_15",NA,124.46,NA,56,7422,22,656053,0,2021-08-31,NA,"Low Productivity"
"7422_16",NA,119.38,NA,72,7422,22,656053,0,2021-08-31,NA,"Low Productivity"
"7422_17",NA,68.58,NA,92,7422,22,656053,0,2021-08-31,NA,"Low Productivity"
"7422_18",NA,50.8,NA,111,7422,22,656053,0,2021-08-31,NA,"Low Productivity"
"7422_19",NA,71.12,NA,126,7422,22,656053,0,2021-08-31,NA,"Low Productivity"
"7422_20",NA,63.5,NA,142,7422,22,656053,0,2021-08-31,NA,"Low Productivity"
"7430_1",NA,101.6,NA,162,7430,30,656076,1,2021-09-14,NA,"Medium Productivity"
"7430_2",NA,119.38,NA,130,7430,30,656076,1,2021-09-14,NA,"Medium Productivity"
"7430_3",NA,86.36,NA,112,7430,30,656076,1,2021-09-14,NA,"Medium Productivity"
"7430_4",NA,109.22,NA,92,7430,30,656076,1,2021-09-14,NA,"Medium Productivity"
"7430_5",NA,104.14,NA,75,7430,30,656076,1,2021-09-14,NA,"Medium Productivity"
"7430_6",NA,124.46,NA,57,7430,30,656076,1,2021-09-14,NA,"Medium Productivity"
"7430_7",NA,134.62,NA,37,7430,30,656076,1,2021-09-14,NA,"Medium Productivity"
"7430_8",NA,121.92,NA,24,7430,30,656076,1,2021-09-14,NA,"Medium Productivity"
"7430_9",NA,109.22,NA,11,7430,30,656076,1,2021-09-14,NA,"Medium Productivity"
"7430_10",NA,114.3,NA,4,7430,30,656076,1,2021-09-14,NA,"Medium Productivity"
"7430_11",NA,96.52,NA,19,7430,30,656076,1,2021-09-14,NA,"Medium Productivity"
"7430_12",NA,104.14,NA,36,7430,30,656076,1,2021-09-14,NA,"Medium Productivity"
"7430_13",NA,96.52,NA,54,7430,30,656076,1,2021-09-14,NA,"Medium Productivity"
"7430_14",NA,106.68,NA,73,7430,30,656076,1,2021-09-14,NA,"Medium Productivity"
"7430_15",NA,121.92,NA,89,7430,30,656076,1,2021-09-14,NA,"Medium Productivity"
"7430_16",NA,119.38,NA,106,7430,30,656076,1,2021-09-14,NA,"Medium Productivity"
"7430_17",NA,99.06,NA,123,7430,30,656076,1,2021-09-14,NA,"Medium Productivity"
"7430_18",NA,91.44,NA,157,7430,30,656076,1,2021-09-14,NA,"Medium Productivity"
"7429_1",NA,48.26,NA,167,7429,29,656053,0,2021-09-14,NA,"Low Productivity"
"7429_2",NA,60.96,NA,149,7429,29,656053,0,2021-09-14,NA,"Low Productivity"
"7429_3",NA,48.26,NA,133,7429,29,656053,0,2021-09-14,NA,"Low Productivity"
"7429_4",NA,55.88,NA,117,7429,29,656053,0,2021-09-14,NA,"Low Productivity"
"7429_5",NA,55.88,NA,97,7429,29,656053,0,2021-09-14,NA,"Low Productivity"
"7429_6",NA,53.34,NA,78,7429,29,656053,0,2021-09-14,NA,"Low Productivity"
"7429_7",NA,58.42,NA,57,7429,29,656053,0,2021-09-14,NA,"Low Productivity"
"7429_8",NA,76.2,NA,37,7429,29,656053,0,2021-09-14,NA,"Low Productivity"
"7429_9",NA,58.42,NA,24,7429,29,656053,0,2021-09-14,NA,"Low Productivity"
"7429_10",NA,60.96,NA,11,7429,29,656053,0,2021-09-14,NA,"Low Productivity"
"7429_11",NA,48.26,NA,7,7429,29,656053,0,2021-09-14,NA,"Low Productivity"
"7429_12",NA,68.58,NA,21,7429,29,656053,0,2021-09-14,NA,"Low Productivity"
"7429_13",NA,48.26,NA,37,7429,29,656053,0,2021-09-14,NA,"Low Productivity"
"7429_14",NA,60.96,NA,58,7429,29,656053,0,2021-09-14,NA,"Low Productivity"
"7429_15",NA,58.42,NA,75,7429,29,656053,0,2021-09-14,NA,"Low Productivity"
"7429_16",NA,60.96,NA,88,7429,29,656053,0,2021-09-14,NA,"Low Productivity"
"7429_17",NA,55.88,NA,107,7429,29,656053,0,2021-09-14,NA,"Low Productivity"
"7429_18",NA,55.88,NA,125,7429,29,656053,0,2021-09-14,NA,"Low Productivity"
"7429_19",NA,68.58,NA,141,7429,29,656053,0,2021-09-14,NA,"Low Productivity"
"7429_20",NA,50.8,NA,157,7429,29,656053,0,2021-09-14,NA,"Low Productivity"
"7427_1",NA,93.98,NA,152,7427,27,656076,1,2021-09-14,NA,"Medium Productivity"
"7427_2",NA,101.6,NA,137,7427,27,656076,1,2021-09-14,NA,"Medium Productivity"
"7427_3",NA,96.52,NA,120,7427,27,656076,1,2021-09-14,NA,"Medium Productivity"
"7427_4",NA,99.06,NA,102,7427,27,656076,1,2021-09-14,NA,"Medium Productivity"
"7427_5",NA,101.6,NA,87,7427,27,656076,1,2021-09-14,NA,"Medium Productivity"
"7427_6",NA,109.22,NA,52,7427,27,656076,1,2021-09-14,NA,"Medium Productivity"
"7427_7",NA,91.44,NA,30,7427,27,656076,1,2021-09-14,NA,"Medium Productivity"
"7427_8",NA,99.06,NA,19,7427,27,656076,1,2021-09-14,NA,"Medium Productivity"
"7424_8.5",NA,99.06,NA,27,7427,27,656076,1,2021-09-14,NA,"Medium Productivity"
"7427_9",NA,96.52,NA,2,7427,27,656076,1,2021-09-14,NA,"Medium Productivity"
"7427_10",NA,99.06,NA,42,7427,27,656076,1,2021-09-14,NA,"Medium Productivity"
"7427_11",NA,119.38,NA,57,7427,27,656076,1,2021-09-14,NA,"Medium Productivity"
"7427_12",NA,101.6,NA,76,7427,27,656076,1,2021-09-14,NA,"Medium Productivity"
"7427_13",NA,104.14,NA,92,7427,27,656076,1,2021-09-14,NA,"Medium Productivity"
"7427_14",NA,99.06,NA,108,7427,27,656076,1,2021-09-14,NA,"Medium Productivity"
"7427_15",NA,116.84,NA,126,7427,27,656076,1,2021-09-14,NA,"Medium Productivity"
"7427_16",NA,101.6,NA,142,7427,27,656076,1,2021-09-14,NA,"Medium Productivity"
"7427_17",NA,106.68,NA,181,7427,27,656041,1,2021-09-14,NA,"Medium Productivity"
"7425_1",NA,66.04,NA,189,7425,25,656053,0,2021-09-14,NA,"Low Productivity"
"7425_2",NA,68.58,NA,172,7425,25,656053,0,2021-09-14,NA,"Low Productivity"
"7425_3",NA,71.12,NA,152,7425,25,656053,0,2021-09-14,NA,"Low Productivity"
"7425_4",NA,73.66,NA,137,7425,25,656053,0,2021-09-14,NA,"Low Productivity"
"7425_5",NA,68.58,NA,122,7425,25,656053,0,2021-09-14,NA,"Low Productivity"
"7425_6",NA,68.58,NA,101,7425,25,656053,0,2021-09-14,NA,"Low Productivity"
"7425_7",NA,66.04,NA,86,7425,25,656053,0,2021-09-14,NA,"Low Productivity"
"7425_8",NA,63.5,NA,68,7425,25,656053,0,2021-09-14,NA,"Low Productivity"
"7425_9",NA,71.12,NA,59,7425,25,656053,0,2021-09-14,NA,"Low Productivity"
"7425_10",NA,55.88,NA,35,7425,25,656053,0,2021-09-14,NA,"Low Productivity"
"7425_11",NA,63.5,NA,18,7425,25,656053,0,2021-09-14,NA,"Low Productivity"
"7425_12",NA,68.58,NA,0,7425,25,656053,0,2021-09-14,NA,"Low Productivity"
"7425_13",NA,73.66,NA,21,7425,25,656053,0,2021-09-14,NA,"Low Productivity"
"7425_14",NA,60.96,NA,40,7425,25,656053,0,2021-09-14,NA,"Low Productivity"
"7425_15",NA,68.58,NA,55,7425,25,656053,0,2021-09-14,NA,"Low Productivity"
"7425_16",NA,73.66,NA,71,7425,25,656053,0,2021-09-14,NA,"Low Productivity"
"7423_1",NA,88.9,NA,181,7423,23,656076,1,2021-09-14,NA,"Medium Productivity"
"7423_2",NA,93.98,NA,168,7423,23,656076,1,2021-09-14,NA,"Medium Productivity"
"7423_3",NA,106.68,NA,147,7423,23,656076,1,2021-09-14,NA,"Medium Productivity"
"7423_4",NA,104.14,NA,132,7423,23,656076,1,2021-09-14,NA,"Medium Productivity"
"7423_5",NA,106.68,NA,115,7423,23,656076,1,2021-09-14,NA,"Medium Productivity"
"7423_6",NA,106.68,NA,97,7423,23,656076,1,2021-09-14,NA,"Medium Productivity"
"7423_7",NA,101.6,NA,80,7423,23,656076,1,2021-09-14,NA,"Medium Productivity"
"7423_8",NA,101.6,NA,62,7423,23,656076,1,2021-09-14,NA,"Medium Productivity"
"7423_9",NA,111.76,NA,45,7423,23,656076,1,2021-09-14,NA,"Medium Productivity"
"7423_10",NA,99.06,NA,28,7423,23,656076,1,2021-09-14,NA,"Medium Productivity"
"7423_11",NA,119.38,NA,9,7423,23,656076,1,2021-09-14,NA,"Medium Productivity"
"7423_12",NA,116.84,NA,0,7423,23,656076,1,2021-09-14,NA,"Medium Productivity"
"7423_13",NA,116.84,NA,12,7423,23,656076,1,2021-09-14,NA,"Medium Productivity"
"7423_14",NA,104.14,NA,30,7423,23,656076,1,2021-09-14,NA,"Medium Productivity"
"7423_15",NA,104.14,NA,49,7423,23,656076,1,2021-09-14,NA,"Medium Productivity"
"7423_16",NA,106.68,NA,67,7423,23,656076,1,2021-09-14,NA,"Medium Productivity"
"7423_17",NA,104.14,NA,82,7423,23,656076,1,2021-09-14,NA,"Medium Productivity"
"7422_1",NA,68.58,NA,185,7422,22,656053,0,2021-09-14,NA,"Low Productivity"
"7422_2",NA,60.96,NA,167,7422,22,656053,0,2021-09-14,NA,"Low Productivity"
"7422_3",NA,66.04,NA,152,7422,22,656053,0,2021-09-14,NA,"Low Productivity"
"7422_4",NA,68.58,NA,137,7422,22,656053,0,2021-09-14,NA,"Low Productivity"
"7422_5",NA,66.04,NA,115,7422,22,656053,0,2021-09-14,NA,"Low Productivity"
"7422_6",NA,71.12,NA,101,7422,22,656053,0,2021-09-14,NA,"Low Productivity"
"7422_7",NA,68.58,NA,83,7422,22,656053,0,2021-09-14,NA,"Low Productivity"
"7422_8",NA,76.2,NA,67,7422,22,656053,0,2021-09-14,NA,"Low Productivity"
"7422_9",NA,71.12,NA,47,7422,22,656053,0,2021-09-14,NA,"Low Productivity"
"7422_10",NA,68.58,NA,32,7422,22,656053,0,2021-09-14,NA,"Low Productivity"
"7422_11",NA,86.36,NA,5,7422,22,656053,0,2021-09-14,NA,"Low Productivity"
"7422_12",NA,63.5,NA,11,7422,22,656053,0,2021-09-14,NA,"Low Productivity"
"7422_13",NA,124.46,NA,27,7422,22,656053,0,2021-09-14,NA,"Low Productivity"
"7422_14",NA,127,NA,42,7422,22,656053,0,2021-09-14,NA,"Low Productivity"
"7422_15",NA,132.08,NA,56,7422,22,656053,0,2021-09-14,NA,"Low Productivity"
"7422_16",NA,68.58,NA,72,7422,22,656053,0,2021-09-14,NA,"Low Productivity"
"7422_17",NA,71.12,NA,92,7422,22,656053,0,2021-09-14,NA,"Low Productivity"
"7422_18",NA,68.58,NA,111,7422,22,656053,0,2021-09-14,NA,"Low Productivity"
"7422_19",NA,66.04,NA,126,7422,22,656053,0,2021-09-14,NA,"Low Productivity"
"7422_20",NA,58.42,NA,142,7422,22,656053,0,2021-09-14,NA,"Low Productivity"
"7430_1",NA,96,170,162,7430,30,656076,1,2021-09-28,NA,"Medium Productivity"
"7430_2",NA,115,138,130,7430,30,656076,1,2021-09-28,NA,"Medium Productivity"
"7430_3",NA,93,120,112,7430,30,656076,1,2021-09-28,NA,"Medium Productivity"
"7430_4",NA,94,100,92,7430,30,656076,1,2021-09-28,NA,"Medium Productivity"
"7430_5",NA,127,83,75,7430,30,656076,1,2021-09-28,NA,"Medium Productivity"
"7430_6",NA,136,65,57,7430,30,656076,1,2021-09-28,NA,"Medium Productivity"
